full_text,sentiment
" @tobonsanin Recordar quienes también estando en la alcaldía de Medellín y Bogotá lo permitieron 🥱 Federico Gutiérrez y Enrique Peñalosa, personajes de cierta campaña... Y ahora salen con que van a luchar por lo jóvenes...",0
soñores de @NoticiasCaracol una pregunta el ejercito puede reclutar jóvenes en la calle. es que acá en medellin en la estaciones del @metrodemedellin el ejercito lo esta haciendo espero su respuesta.,0
" Un escolta de Álvaro Uribe Vélez le llevaba armas y munición a alias ""Otoniel"". ¿Qué más van a inventar? ¿Que le autorizó pistas y avionetas al Cartel de Medellín? ¿Que legalizó las CONVIVIR? ¿Que usó el DAS para actividad criminal? ¿Qué asesinó a miles de campesinos y jóvenes?",0
" @FicoGutierrez Dr. Federico, en Medellín no se si es la alcaldía o la registraduría estan contratando jóvenes que verifican cédulas, llenar planillas con datos del votante, no les permiten votar, los ubican en puntos muy lejos de su votación y no los dejan salir del recinto",0
@darcyquinnr @camivillamizar @Juancamilorpog Que pena 🙈 que jóvenes tan groseros! Siento pena ajena. Soy de Medellín y la verdad me siento avergonzada 😳,0
" @AndreeUribeM Pero el ""Futuro de los jovenes"" amiguis del ex alcalde pinturita @QuinteroCalle ... no sean descarados, corruptos...",0
Mi jefe preguntándome por qué no estoy conectada en el trabajo y yo bien parchada en Medellín 🤪 parece bobo también,0
" @QuinteroCalle Te quedan dos años y uno preelectoral en que les toca buscar trabajo, o sea se te fue el tiempo en revanchismos, chismes, lúdica y nepotismo, aparte de que tenes en un mugrero a Medellín, que más revocatoria que eso…",0
" Con este aguacero en Medellín, no me quiero imaginar los trancones a la salida del trabajo de la gente. Bendito sea teletrabajar.",0
" Porfin alguien le dijo la verdad a @winsports y a @velezfutbol , por eso no pago Win, porque el dinero se va afinanciar al de Medellin, por eso vuelve ropa de trabajo a todos los del FPC, aboslutamente falto de etica.",0
" @andresguerraho @anibalgaviria @QuinteroCalle @soypelagato es lógico, saber quién es el Alcalde de Medellín si la procedencia, hechos , actitud, flojera, sin sentido común, ineficiencia, corrupción, nada de trabajo y por quién vine patrocinado, YA sabemos que clase de individuo es .",0
" @QuinteroCalle usted no sirve a Medellín, mejor renuncie y déjenos trabajo para recomponer el rumbo. Medellín nos pertenece y la amamos. #RevocatoriaDanielQuintero",0
" @AlvaroUribeVel Doctor, con la desafortunada situación de Espace y otros proyectos urbanisticos en Medellín se vió un giro ético en esa línea de trabajo.",0
" Jajajaja la mano en cali si era mano pero la de Medellín no? Y todavía dicen ""trabajo honesto""? Mmmya. Pablo, Dudamel no irrespetó a nadie, y aquí te lo pruebo, el penal siempre será dudoso cuando el que paga el cheque de los periodistas es el dueño del equipo. Fin.",0
@monpabon @QuinteroCalle @Emvarias @AsoCentroUnido @AsoGuyaquil @AlcaldiadeMed @corpocentro @granplazacc @YOMARBENITEZ1 @UnidoCentro @Corbolivar2 El centro de Medellín tiene historia... Pero ahora es un nido de ladrones e inseguridad...🐁 De nada sirve limpiarlo por fuera si su interior esta podrido. Algo debe hacer la administración para generarle seguridad y confianza al ciudadano para volverlo a visitar.,0
" Los problemas de autoestima y seguridad no pueden ser tan evidentes en un alcalde de una ciudad como #Medellin coloca Twiits con inmadurez, odio, resentimiento y ganas de polarizar cuando el mismo ofrece a medios de comunicación dinero para que hablen bien de él. #QuinteroMiente",0
" @QuinteroCalle Y en qué vamos bien ? En seguridad ? En medio ambiente ? En empleo ? En la super aplicación Medellín me cuida ? En el manejo de la pandemia ? Vamos bien en actos vandálicos , y daños a los bienes de la ciudad !",0
" @NoticiasCaracol Donde esta la vigilancia por cuadrantes,donde están las cámaras detectores de placa ? Donde están las cámaras de seguridad? Donde esta el helicóptero que cada rato sobre vuela medellin? A lo último sale a decir que fue un arma de fogueo",0
@elzagaldelpoli Fácil di le tienen que echar 1.5 k por zumo quien le paga al personal a seguridad social a hacienda la luz agua alquiler del local lo pagas tu o lo paga sanchez y el marquez de medellin,0
" Cuando Bessudo viene a Medellín, no se demora por seguridad, pero, se reúne con Petro... Irónico!",0
#Medellin Esta camioneta que según información realizó unos disparos en la 4 sur. Información en desarrollo. #AEstaHora #flashinformativo #Seguridad,0
@monpabon @QuinteroCalle @Emvarias @AsoCentroUnido @AsoGuyaquil @AlcaldiadeMed @corpocentro @granplazacc @YOMARBENITEZ1 @UnidoCentro @Corbolivar2 Ojalá sea permanente y no solo para esta temporada de madres. En estos casi dos años el centro de Medellín ha dado un giro de 180 grados. Qué vuelva la seguridad y el orden en el corazón de la ciudad 🤍,0
" #DelPuerto 🚨🚓 Vecinos de Puente Moreno acusan a empleados del Ayuntamiento de robar varias cámaras de seguridad, que fueron instaladas por ellos mismos debido a la inseguridad. 🎦 #mb",0
" #MNVER Habitantes del fraccionamiento Puente Moreno denunciaron que personal del Ayuntamiento de Medellín de Bravo, robaron las cámaras de videovigilancia que habían instalado con recursos propios para combatir la inseguridad.",0
" Ayuntamiento de Medellín robó cámaras de seguridad, acusan vecinos",0
@sergio_fajardo Y lo dice quién pacto con los Paras la seguridad de Medellín.,0
" Un lugar con historia. En el pasado, la Casa de Justicia el Bosque fue sede del DOC (Departamento de Orden Ciudadano) organismo cuestionado por ""favorecer la privatización de la seguridad"" y la ""justicia por propia mano"" 👇🏼",0
@SoyAndresParra Narcotraficantes del cartel de Medellín y sociedad con norte del valle y cartel3s del Atlántico en complicidad con la CIA y la DEA. No los persiguen por que se vería afectada la seguridad nacional de USA. Por que el negocio del narco lo manejan ellos.,0
" PROPUESTAS DE LOS 3 PARA COLOMBIA: PEÑALOSA: Prometo traer metro, metrocable, tranvía y los tubos de Futurama a Bogotá. CHAR: Prometo traer a CR7 y Messi al Junior de Barranquilla. FICO: Prometo devolver EPM a Medellín. 🤡🤡🤡🤡🤡🤡🤡🤡🤡",0
" @FicoGutierrez @EnriquePenalosa @AlejandroChar De izquierda a derecha: el que condenó a #bogota a #transmilenio y le negó el metro, el que le quedó grande resolver lo de los arroyos, y el que no cumplió ni el 50% de su plan de gobierno en #Medellin",0
" @Juanaafanador1 Juana, te invito a que pases por la zona del centro de Medellín,donde está el metro elevado. Entre la estación berrio y la estación hospital. El nivel de delincuencia, de zonas de drogas, negocios en por todo ese sector. Allí manda un grupo delincuencial llamado las convivir.",0
" @Juanaafanador1 @MAR_O_MA La invito a darse un paseo por el metro de Medellín, en especial en la zona de el centro. Se sorprendera de tan agradable espacio que se ha convertido la zona debajo del viaducto.",0
@Juanaafanador1 @danielbernalb En Medellín el impacto del elevado del metro en la calle ha sido absolutamente devastador.,0
@Mistermopilas Cuál metro? El de Medellín. Por qué acá puros estudios.,0
" @metrodela80 @metrodemedellin @AlcaldiadeMed @Isvimed @EDUMedellin Por que se embarcan en este proyecto, lo que retire Medellín es un metro pesado y elevado como las otras dos líneas.",0
@RolandoGonGa @EnriquePenalosa @AlejandroChar @FicoGutierrez @manolitosalazar @PachoAlerta @CaracolRadio @PCambioRadical Losas de Transmiseria que todavía estamos pagando los bogotanos. Un metro que nunca se hizo.. Un ex alcalde con alianzas mafiosas de Medellín y un delfin político que no ha solucionado los arroyos de Barranquilla. Atraso reunido en una sola foto.,0
" De acuerdo con la investigación, en la madrugada del 29 de octubre de 2018, los dos procesados participaron en el homicidio de Johan Camilo Correa, ocurrido en inmediaciones de la Estación Acevedo del Metro de Medellín.",0
" @pytr_st mk si, y me acuerdo que estaban jodiendo a quintero porque eso causaba que el metro se llenara y ya había el primer caso de coronavirus en medellín. yo decía que era un ambiente vs. pandemia situation",0
@Laurad7w7 Ainn que chikita tas Pos nada entonces Medellín que son chistosos y tienen metro,0
" Son murales: El del metro de Bogotá, el de los arroyos de Barranquilla y el de las materas de Medellín. Cada uno en su contexto tan paupérrimo como los victorinos. Favor revisar gestiones de cemento",0
" @giorozas @henriqu28521949 @HeLeNaBuckartt @lucaspom @AlejandroChar @EnriquePenalosa @FicoGutierrez @millersoto Los 3 son pesimo gerentes Char hizo obras con su familia y amigos Peñalosa dejo a Bogota hecha un desastre y con un metro de ciencia ficcion Fico dejo a Medellin llena de corrupcion, con un desastre descubierto en obras no ejecutadas y corrupcion",0
He trabajado pal Metro de Medellin. Pa’ epm. Pa’ ringo y mirringo. Pa’ Momentos Friko. Pa’ San Vicente. Pa’ la agencia donde trabajé. Soy muy manual también. Estoy que me diseño pero no cuento con herramientas.,0
" @AlejandroChar @FabioPovedaRuiz @EnriquePenalosa @FicoGutierrez Tanque de 7 abril, compra de votos el de Barranquilla. Corrupción hidroituango el de Medellín y el de Bogotá escándalo del metro y transmilenio. Jejehehe y dicen que son la renovación de este país!!!!",0
" @metrodemedellin @Comfama Hola, metro de Medellín, ya hay servicio hacía niquia?",0
" @BryanERpo @WinstonThWolfe @LidioDominante Se creen los más chirretes y neas con esas camisas de ""Calles de Medellín"" y no saben usar el metro ni coger un bus pa ir al centro.",0
" @Emvarias @mcadavidl @LuzMariaBe Y que hacemos con esto que cumple mas de 20 dias, ubicado en los bajos del viaducto del metro, entre la estacion Santa Lucia y el puente del Liceo del Concejo de Medellin? Ahora no me van a decir que esto es la gente, lo hizo personal de reforestacion...",0
" @metrodemedellin Feliz día. Soy Guía Turístico de Medellín y muchos turistas nos comentan lo mismo que pensamos nosotros. Sería bueno que en todos los vagones, y de manera más visible esté el plano de las líneas del metro. Lo han pensado? Gracias",0
" @mcadavidl @LuzMariaBe Si el objetivo es volver a Medellín una Bogotá ,en esto comienzan el extraño deterioro en el metro.",0
Boogotá no tiene metro pero si tiene tiroteo cada 24 horas o menos..... eso no era lo k tenia k copiar de medellin,0
" @JoaquinSerna7 @kakina18 @Guardianes_Ant Así sea Envigado, no se equivocó en nada la dama con el trino, Quintero es lo peor que le ha pasado a Medellín en toda su historia. Nunca en ninguna administración anterior, inclusive alternativos (Fajardo, Salazar) se habían metido, ni con el Metro o esculturas de Botero, etc.",0
Qué es este taco tan inmundodiosmiobendito. Eso mecñ pasa por venirme en carro y abondonar a mi poderosisimo metro de Medellín.,0
Bloqueo de la autopista regional sentido norte-sur a la altura de la Fábrica de Licores de Antioquia. Se recomienda buscar rutas alternas. La marcha tiene como punto de destino la estación del Metro de Itagüí. #AEstaHora #Medellín,0
@talanteazul @SusanaBoreal Se contagia más las personas apiladas en una caja de metal encerrados que recorre toda Medellín y que llaman metro o en transmilenio atestado de trabajadores obligados a salir porque el gobierno no les dio renta básica,0
@SantiSB20 @metrodemedellin No todo Medellín usa metro. Yo solo la usaba para ir al estadio y ya ni eso. Así que no sea 🐸,0
" @metrodemedellin Buenas tardes Metro de Medellín, una pregunta, el metrocable de la línea J estará en mantenimiento anual desde hoy sábado hasta el próximo jueves, no colocarán alguna alternativa para todos los que usamos este medio para ir a trabajar?????",0
El alcalde de Medellín @QuinteroCalle acaba de firmar los estudios para una línea subterránea para el Metro de Medellín ¿Cuántas líneas y años por delante nos llevará el Metro y Medellín hasta que un alcalde de Cali se digne a empezar con un Metro para Cali @JorgeIvanOspina?,0
@COL_EJERCITO esta haciendo reclutamientos forzosos en la estación envigado del metro de Medellín? @intiasprilla los acabo de ver reteniendo un menor de edad,0
Sin ninguna duda. Seguiran por años descubriendose cementerios como el de medellin en todo el pais con miles y miles de jóvenes inocentes. Y sus encuestas iran para abajo. El pueblo despertó y tiene hambre de cambio.,0
Jóvenes de Medellín también piden revocatoria del alcalde @QuinteroCalle,0
#ENVIDEO | Jóvenes estarían pactando peleas callejeras en el barrio El Poblado de Medellín @seguridadmed @PoliciaMedellin @personeriamed,0
Siguen apareciendo fosas comunes con cientos de cadáveres correspondientes a jóvenes de clase trabajadora desaparecidos. Los militares los asesinaban para justificar cuotas de guerrilleros muertos y tener el beneplácito del Gobierno colombiano. Asesinos.,0
" El soundtrack con el que duermo no es su cantidad de pólvora, que en su cultura traqueta explotan, más allá de lo que implican para los sistemas sensitivos animales, una celebración que en lo que a mi respecta repudio, pues incluyendo la contaminación, mata... #Medellín",0
" Odio está cultura traqueta de Medellín y su estúpida alborada, que voleo de pólvora tan espantosa, me duelen los animales en la calle. ¡ESTUPIDOS!",0
" ¿Tradición, cultura, desafío, rebeldía, mala educación?. ¿Cómo definir que la #alborada cada vez está más presente en #Medellin? Las campañas, el respeto y el amor por el otro no son parte de esta generación. @AlcaldiaEnv @AlcaldiadeMed",0
Odio con todo mi ser esta cultura traqueta de Medellín y su maldita alborada 😡,0
" Tristemente está Cultura ""Traqueta"" no se va acabar en Medellín por más Campañas de sensibilización que se haga.",0
La cultura paisa no la puede acabar ningún Alcalde. Medellín está prendido.,0
@Sebas_CF Si por eso pero ya los que tildan a Medellín de cultura paraca por recibir diciembre así me parece demasiado absurdo! En diciembre siempre se ha tirado pólvora o sino q son los añoviejo. Al que no le guste por su mascota es respetable pero no para tildar de bandidos a los otros,0
" @DianaMunozC Dra. @DianaMunozC, acá en Medellín fue fundada y es celebrada por el sector bélico al márgen de la ley. Cultura traqueta.",0
" Medellín como te amo y como te odio en diciembre... Pueblo de seudotraquetos amantes de esa ""cultura"" traqueta que sólo nos ha dejado estigmas. Ojala se quemen hasta el 🍑 enfermos de 💩",0
Llevo viviendo en Medellín 4 años y lo único que cambiaría de su cultura es esa costumbre tan narco-mañé de tirar pólvora.,0
@elcolombiano Aun queda en Medellin mucho IDIOTA que cree que la cultura mafiosa sigue de moda!!,0
Medellín cultura traqueta esta noche. Demasiada polvora. @PoliciaColombia,0
" Antes en Medellín se celebraba la navidad como un tiempo para pasar en familia, celebrar el nacimiento de Jesús y disfrutar de nuestra cultura como creyentes y como Antioqueños, llegó el progresismo a Medellín y ahora celebramos con demonios la navidad. #RevocatoriaDanielQuintero",0
" @jorgeeduardoex1 Cierto es. Cuando uno ve la desafortunada elección de Medellín o de Cali, donde se supone hay una idiosincracia y cultura férreas, parece fácil que Bogotá elija a ""cualquiera"" por lo cosmopolita que es, donde nadie cuida y sí aprovecha. ¡Lástima!",0
" Medellín, por favor evoluciona. No más a la cultura de la alborada.",0
" Una ciudad que se ""esmera"" por desconocer su historia, está condenada a repetirla... La cultura traqueta y la criminalidad en Medellín.",0
" Medellín es una ciudad muy mojigata y doble moral. Mientras se dan golpes de pecho por unos alumbrados que representan la cultura colombiana, son felices con esa pólvora que no es más que la representación de la cultura traqueta. Qué gaminería, en serio. ¿No les da vergüenza?",0
Extraño mucho de mi vida prepandemia en Medellín acicalarme para ir a sentarme al Tíbiri a decirle que no a los manes que me dicen que si bailamos.,0
Ósea no hace sol pero está haciendo el calor de tu vida. Ósea what happened Medellin?,0
" 3 años en Colombia y 2 en Medellín y me ha regalado amigos bonitos, estúpidos y malditos. Pero sobre todo amigos.. La vida da muchas vueltas.",0
" Que cosas tiene la vida, los máximos cabecillas de las bandas criminales no los atrapan en las comunas sino en el barrio El Poblado de Medellín. Tan divos!!!",0
" La vida de Álvaro Uribe ha estado marcada desde su nacimiento con actividades non sanctas, pues su padre Alberto Uribe Sierra, al parecer tuvo siempre relaciones con el narcotráfico y las mafias locales de Medellín.",0
" Esa gente peleando que si montería es un pueblo qué?Toda Colombia es un pueblo,y si de avance tecnológicos se trata,entonces Medellín es el pueblo mejor desarrollado. Ahora dejen de creerse tanto por vivir en los pueblos grandes con tráfico,esos tienen calidad de vida baja",0
" @YolandaRuizCe Se le salió el Hitler que lleva por dentro Danielin, el payaso del circo Medellín. Está como el patico, un pasito una cagadita. En la vida hay dos cosas que no se cogen con la mano, la mierda y la experiencia. Revocatoria es la solución!!!",0
" @YolandaRuizCe Violenta los derechos humanos. En función de cuidar la vida, se viene dando el nacimiento de principios coartadores de libertades, lo que es muy malo para la sociedad. Quintero viene dando palos de ciego que desdice mucho de su liderazgo para gobernar a Medellín.",0
" @diogenescanino @danitobongarcia @luismorales0621 @MinSaludCol Puede buscar el google, ""licor adulterado medellín, colombia, bogotá"" y NO le alcanza la vida para leer el número de capturados y decomisos. Siga viendo informes del extranjero, buen hombre",0
" Buenos días queridos Ciudadanos, qué opinan al respecto de estas medidas que parecen extremas pero tratan de evitar las conductas que atenten contra la vida, pues el #covid sigue estando presente en nuestra sociedad.",0
@alterkoito @medellin_chico Yo necesito a este Hombre en mi vida,0
Después de 5 dias de calor infernal de mierda en Medellín me volví fan del frío... Vida hp me muero derretida,0
" Mil quinientos casos en Medellín y @QuinteroCalle habla de meseta. Generar falsa confianza en los ciudadanos es igual de irresponsable que generar pánico. De las dos manera se pone la vida en riesgo. Ojalá esté equivocado y si estemos en una ""meseta"".",0
" @elgeneral1350 @DIM_Oficial @alrojovivodim Rstaul hizo y hace lo que le da la gana y nadie dice nada.sera general que como periodistas no pueden precionar para sacar a estos personajes? Dios pobres hinchas de Medellín toda la vida aguantando está clase de pandemia, hasta cuando???",0
@Telemedellin Secuestrados y que.mas? no cree que ya cada persona debe decidir que hace usted no es dueño de la vida de nadie no es el Salvador de medellin así no es o la idea es acabar con el poco comercio que aún existe????,0
Esperamos que ese dinero se para invertir en proyectos para mejorar la vida de los habitantes en lo municipios que de verdad generan la Electricidad y con la que @EPMestamosahi se enriquece . Que no se la lleven todo el dinero para Medellín como siempre lo hacen.,0
" Los paisas de mi ciudad : ome parce gonorrea (vivieron 3 meses en Medellín). Yo: por qué hablas paisa si te has criado acá toda la vida? Ellos: es que mi familia es paisa ome Yo: pues mi familia es libanesa y YO ANDO HABLANDO ÁRABE CORRONCHO HIJUEPUTA. En fin, Camilo Echeverry",0
" Colombia supera 13 mil muertes por covid-19; van 221.485 recuperados a través de @eltiempo De @rafico42 Sitio no vivienda( Medellin) con licor vicio segun un leguleyo el Alcalde no puede quitar la luz ,la vida es sagrada ,intrigas",0
" @MechasFeliz @JorgeArciniegas @CMILANOTICIA Usted piensa antes de escribir? O escribe sólo por joder, por quejarse de la vida? Mi respuesta es frente a una noticia de Medellín.",0
" @renatorhenalsr @marioalfonso12_ Si, quizás haya gente que cambie de lugar porque quiere otro estilo de vida u otras oportunidades, he conocido gente de Medellín y Bogotá trabajando aquí en Montería y no por eso puedo decir que Bogotá y Medellín no les brinda oportunidades",0
Continúa la indisciplina en #Medellín al tiempo que se incrementa el trabajo para el personal de la salud. Seguimos en #AlertaRojaHospitalaria en #Antioquia y @PoliciaMedellin tuvo que intervenir más de 300 fiestas 🤦🏻‍♀️,0
" @yolallamo3 Precisamente, por tener costumbres mafiosas y un discurso tan pueril, es que no le dan trabajo en la alcaldía de Medellín. Qué mal propaganda nos hacen, por eso es que traen gente de otras ciudades. Qué tal si la energía y el tiempo lo usan en estudiar... es mejor.",0
" Lástima que gracias a los alcaldes de Bogotá, Medellín y Cali, este trabajo arduo del gobierno nacional no sea tan efectivo, ni cualitativa, ni cuantitativamente. Nunca se debió permitir la autonomía de gobernantes locales.",0
@ClaudiaLopez Y como está la ciudad alcaldesa? Cientos de empresas quebradas y mucha gente sin trabajo y la pandemia galopante ...más bien este pendiente de lo que hicieron bien o mejor otras ciudades sin ir tan lejos Medellin,0
" Estos son los burrocrata y corruptos que el Señor Alcalde de Medellín, Daniel Quintero, dejó sin puestos y sin poder sacar su tajadita del presupuesto. Vayanse para el ubérrimo a solicitar trabajo.",0
" @StephBTSE @Medellin_Cristo Colombia cerró el año 2019 con el desempleo más alto desde el 2012: una tasa de desocupación del 10,5 % que representa que 2,6 millones de personas buscan trabajo sin encontrarlo, según el Dane. (31-Enero-2020)",0
Ne secitamos un alcalde que apoye y ayude a los ciudadanos de Medellín a los comerciantes dando trabajo no trayendo gente de otros departamentos por favor será que los antioqueños no tenemos la capacidad que pasa doctor dañiel Quintero eso da impotencia y rabia y creando secre,0
El aguacero tumbó un árbol en la vía a la Calera en MEDELLÍN y el fluido eléctrico lleva cortado más de 24H y los trabajadores de EPM @EPMestamosahi sin linternas para trabajar! Los vecinos buscando linternas para ayudar. Pero no es posible que no les den herramientas de trabajo,0
@HuelgaDe @QuinteroCalle Esperamos verlos a todos y a sus familias trabajando fuerte en la #RevocatoriaDanielQuintero el 01 de enero empieza el trabajo fuerte por sacar a Medellin de esta olla. @RevocoAQuintero @RevocatoriaDQ @juliogonzalezvi,0
" Últimamente no hablo mucho con las personas porque siempre me dicen que porqué no tengo trabajo viviendo en Medellín. Estoy harta de lo mismo, pero cuando ven que he comenzado algo diferente a mi carrera, no ayudan ni compartiendo con otros. Critican nada más.",0
" @Tigo_Colombia Buenos días, desde el día de ayer a la 1:00 PM dejó de funcionar Internet, teléfono Y TV en el barrio Kennedy en Medellín, estoy en tele trabajo Y no he podido trabajar 😢",0
" @ivanmguzman @JorgeIvanOspina @AlcaldiaDeCali Así fue en Medellín, Quintero hizo una #FeriaDeLasFloresVirtual que presencial/ solo disfrutaron el su familia y su lamentable equipo de trabajo, con el #AlumbradoNavideño fue igual, estos alcalduchos son calcados!!",0
Muy grave que en Medellín se estén perdiendo años de trabajo articulado entre el sector público y el privado. Esa ha sido la fórmula más exitosa para superar los momentos de crisis en nuestra ciudad. Ojalá se tomen decisiones que permitan recomponer esa relación. @nicoposadalopez,0
" @humopoderosoDIM @Germancanoofi lo rechazó porque quiso, porque ni Medellín es el clásico de junior, ni junior el de Medellín, no tenemos una rivalidad a muerte ni nada por el estilo, es algo tonto, por más que sea por respeto a Medellín, no ir a un club solo por respeto a otro, a la final esto es un trabajo",0
Mañana trabajo y me ando tomando una de Medellín 🙆 aiuda.,0
" Desde el día 25 de marzo, se ofició al Ministerio del Trabajo sobre #MasacreLaboral en Secretaria de Educación de Medellín. ¡Sin garantías económicas para los trabajadores, el virus será el hambre! @AdidaSindicato @MintrabajoCol @EducacionMed",0
Hola pueblo colombiano yo me llamo Felipe vergel Salazar estoy pidiendo una ayuda económica para poder pagar arriendo no tengo ni para ase mercado vivo con mi mamá es adulta mallor tiene 65 año vivo en santa Elena medellín mi trabajo es informal salgo a una feria cada ochodía,0
" @Ale96240846 @JuanLozano_R No solo allá Juan acá en Medellín en el barrio Robledo no hay control, gente borracha, la total irresponsabilidad urge decretar la ley seca y aislamiento total, solo una persona comprando víveres o con las excepciones de trabajo el resto a su casa.",0
" @fdbedout @ClaudiaLopez No, ps proyecto sin terminar de periodista, “ el excelente” trabajo de populismo López, lo vemos con la cifra de contagiados y el desorden en Bogota, con la cuarentena, ya sabe cómo va Medellin y cuantas camas adicionales tiene? Espere el balance para que pueda ladrar y comparar.",0
@RicardoGuanipa Noriega trabajo : Para la CIA Para la DEA (Les entrego un laboratorio Gigantesco de droga de PE) Cartel de Medellín Cartel de Cali Para los sandinistas Para los Contras Para los Cubanos Esta bien así ?,0
@JBALVIN busco trabajo en Medellín algo que puedas hacer para ayudarme 🙏🏽 estudio comunicación social y periodismo en la Luis Amigó. Soy sonidista y actor. Las mejores vibras.,0
" @Lfkla1 @GiordanoBrunoFi Es que perdió el patron de @GiordanoBrunoFi, @HOLLMANMORRIS el que le pagaba el fake con recursos de la UAN, pero no creo que haya quedado sin trabajo, quien sabe que concejal de Bogotá o Medellín de la lumpen humana lo este patrocinando ahora o tal vez la utl de @petrogustavo",0
Los de Medellín se burlan de que aún no tenemos metro en Bogotá pero hacen marchas contra las marchas.,0
" @CaracolRadio @ClaudiaLopez Como están las cosas Medellín termina primero el metro de la avenida 80 desde Caribe hasta Aguacatala que Bogotá de tener la primera linea el metrico elevado, estos bogotanos pagan consecuencias por no saber votar. 🤦‍♂️🤦‍♀️",0
Que pena @petrogustavo pero al final nadie se va a acordar de usted o acaso quién se acuerda del politiquero que jodió por el metro de Medellín o el de Londres?,0
" @MoritePiroba La ignorancia. No conoce a los rolos, no compare una ciudad de 10M con una que apenas alcanza los 4M. Problemáticas diferentes. En Medellín he visto gente que se cola, se le bota al tranvia y al metro, taxistan que cobran más y roban a personas de otras regiones.",0
" @petrogustavo Sr la verdad, es q no le creo nadita a Ud. Tuvo las mismas oportunides q sus antecesores y los sucesores d aportar para q ese metro existiera hace años. Xq Medellín si pudo, no siendo la Capital, donde hay menos ciudadanos. Q han hecho todos Uds para contribuir en dejar mejor Bgt",0
" Viajar en Transmilenio, en la CAPITAL, es humillante. Y los bogotanos sienten una ""cosita"" cuando ven las bellezas de metro y tranvía de Medellín. Y lo peor es que no tendrán metro en menos de ocho años, cuando en Medellín ya van para la tercera línea del metro y otro tranvía",0
@FisicoImpuro Yo voto en Medellín pero siempre tuve claro que el metro subterráneo era mejor y la propuesta de @HOLLMANMORRIS era la correcta. Les tocó aguantar a Fajardo 2 y finalizará haciendo casi campaña para él.,0
" @amigautier @carlosmusic @levyrincon Pero al menos Medellín no eligió a Peñalosa y por segunda vez, es más más de uno defendió a morir la idea de botar todo a la basura en cuanto al metro subterráneo solo por que el asi lo quizo. Entonces si, cada ciudad se merece lo que tiene.",0
Qué mal proyecto por el que votó Medellín a la Alcaldía. Lo tenía claro antes de las elecciones y tristemente es claro ahora. Lo del metro subterráneo era un bluff. No había ni hay recursos para ello. Como en La Estrategia del Caracol: “Ahí les dejo su Metro subterráneo pintado”.,0
" @johnmariocadavi @ccampo5200 @petrogustavo @metrodemedellin Hace unos días, el cafre intentó reorientar la operación del Metro de Medellín. Pobre bobo. Y quiere ser presidente ese loco-de-pueblo.",0
" @GustavoBolivar Medellín está listo para su segundo metro por la avenida 80 A éste paso Barranquilla y Cali tendrán metro primero que Bogotá Que sigan esperando los bogotanos a que Petro sea ""presidente"" y Bolívar la primera dama Solo sirven para disociar y el mal Y como siempre culpa de Uribe",0
" @bascobscd @petrogustavo No se si le sacaron sobrecostos o no, pero la gente que se beneficia es mucha, que roben pero que también hagan, creo que por mucho tiempo Medellín seguirá siendo la única ciudad con metro en el país...",0
bogota tendra metro cuando en medellin ya tengan metro espacial,0
" @HOLLMANMORRIS Ya resultó como la construcción del Metro de Medellín: corrupta y demorada. Bogotanos, esperen su metro para 2035.",0
@CaracolRadio @ClaudiaLopez Ya empezaron...¿después diran que la inversión es el doble del presupuesto estimado en contratación inicial?. Deja vu (metro de Medellín).,0
" @MoritePiroba La diferencia en el espacio. Que linda comparación un vagón de Transmilenio en hora pico, con todo el espacio de una plataforma del metro de Medellín... a ver si te atreves a comparar en contexto, una ciudad de 2.7 millones con otra de 8!",0
" @SerLenis Yo nunca me he detenido a revisar eso, sin embargo a mi si me ha generado la duda del porque Petro se centro tanto en el metro subterráneo, criticando hasta el de Medellín solo por no ser subterráneo.",0
@BajaAlcurnia A este paso vamos a estrenar metro cuando en Medellín estrene los tubos que transportan personas como en Futurama.,0
" @HOLLMANMORRIS @ClaudiaLopez Se les dijo y no aprenden. Acá en Medellín se termina el nuevo metro que alparecer será subterráneo entre Bello e Industriales, el Monorriel de El Poblado, el Tranvia de la 80, y en Bogotá nada de nada. Se creen los expertos en todo y no pueden unirse para algo primordial.",0
@Eduardo00125219 @Juan_Florez @ClaudiaLopez Caso exacto el del metro de Medellín para no ir muy lejos.,0
@ApofisMedellin @petrogustavo Me recuerda el dicho que Bogotá si tiene Metro pero en Medellín pues los recursos originales eran del Metro de Bogotá y luego la deuda la pagó más Bogotá porque es la ciudad que más aporta al PIB,0
@VillamilBMauro @EnriquePenalosa @petrogustavo @ClaudiaLopez @HOLLMANMORRIS Será que les da rabia si les contamos que en Medellín vamos por nuestro segundo metro? Claro que para que a @QuinteroCalle le soltaran el billete tuvo que sacar el Esmad a cazar estudiantes maldito tipo me tiene muy confundido.,0
" A partir de hoy más de 50 personas, que trabajaban en el parque Norte de metro parque de Medellín, se quedan sin empleo y solo porque los puestos los necesitan para usarlos para pagar favores políticos. @QuinteroCalle @AlcaldiadeMed deberían de revisar cómo manejan ese negocio",0
" @Aemon3428 @alvaros27179033 @nervencid @SaulArgumedo Además recordar que metro de medellin fue pagado por toda la nación, no fue una obra del. Ingenio paisa Y con el metro de Bogotá llevamos mas de 50 años de promesas, de los cuales 25 años de retraso son directa respinsabilidad de Peñalosa, quien metió TM en lugar de metro",0
