,full_text,location,number_rt,number_likes,number_reply
2962," Hombres fuertemente armados incineraron dos vehículos de carga en la vía que de Medellín conduce a la Costa Atlántica. A la altura del sector “El 15”, entre Valdivia y Tarazá, hicieron descender a los conductores y procedieron a quemarlos.","Bogotá, D.C., Colombia",0,0,0
2963, @anamarqr @carlosbares Promoción de un movimiento cívico de mujeres que aspiran a llegar al Concejo de Medellín. #QuéTalEsto,"Bogotá, D.C., Colombia",1,0,2
2964, Picasso te esta esperando en #tutucan #medellin #animales #niños #envigado #itagui #rionegro #bello #granja #miniaturehorse #caballosdeinstagram #caballo #minihorse #minidonkey #ponys…,"Bogotá, D.C., Colombia",0,0,0
2965, Coaching Personal. Fortaleciendo el presente y la realidad de este gran ser humano. #franklazaro #coachingpersonal #coach #Medellín,"Bogotá, D.C., Colombia",0,1,0
2966, JEAdictas de Medellín no desaprovechen está oportunidad de ver la obra de teatro más entretenida #bettyenteatro este 10 de abril 5:30 pm @jeabello @orozcoanaok @lornacepeda @BolanosMartha @marceposada @estefigomez11 @lucesvelasquez @JULIOC_HERRERA @actriznatalia,"Medellín, Colombia",1,3,0
2967," Después de escuchar Pa Mi Remix 60 veces seguidas, pongo la radio para cambiar y pues aquí sigo: sígueme que yo te sigo, llegando a Medellín te tiro el anillo","Medellín, Colombia",0,1,0
2968, @ElJodario Si es de EPM tenga la seguridad de que están mejor de cuando se compraron......como se nota quien conoce a las EMPRESAS PUBLICAS DE MEDELLIN y quien No....!,"Medellín, Colombia",1,2,0
2969, Casa amplia en Manrique Oriental en Medellín/Antioquia/Colombia en Alquiler,"Medellín, Colombia",0,0,0
2970, Medellín ha curado todos mis males.,"Medellín, Colombia",0,5,0
2971, @roldanpar Bogotá da mala suerte. El lugar ideal para la selección es Medellín/Pereira/Cali.,"Medellín, Colombia",0,0,0
2972, @sonataopso Siempre ha sido así a pesar de que Medellín tiene miles de problemas.,"Medellín, Colombia",1,1,0
2973," Maricaaaaa La familia que vino de visita tienen a un niño de 3 años y apenas le va diciendo a la mamá ""¿Mami si escuchas a Marisol? Marisol me está hablando, yo me la traje de Medellín"" Y solo estábamos los 3 en el cuarto. TENGO MIEDO AHRE SI","Medellín, Colombia",0,38,10
2974, Acaba de publicar un vídeo en Medellin Antiquia,"Medellín, Colombia",0,0,0
2975, @RafaelBarCorr @egonayerbe En Medellín donde los venden?,"Medellín, Colombia",0,0,1
2976," Medellín, la más educada... JAJAJAJAJAJAJAJAJAJAJAJAJAJA","Medellín, Colombia",0,0,1
2977," Bogotá, Cali, Medellín y Barranquilla serán sedes de la Copa América 2020","Medellín, Colombia",0,0,0
2978, Lo que viene sonando ya lo hace @daddy_yankee el tema #concalma #RAJANDOWONAIR la dosis #urbanhard #TEAMRUMBERANETWORKFM #VENEZUELAON #colombia #medellin #puertorico #usa…,"Medellín, Colombia",0,0,0
2979," Hasta ahora en Colombia se confirmaron las ciudades de Bogotá, Medellín, Cali y Barranquilla como sedes del país. En el transcurso del año se puede confirmar una quinta ciudad para la Copa América.","Medellín, Colombia",0,1,0
2980," #Ficoenloscielos Si el señor alcalde de Medellin se bajara de su aeronave para poder contar con ""voz"".... Atte: La pobreza","Medellín, Colombia",0,0,0
2981, @MsBiancaMia Medellín/Colombia.,"Medellín, Colombia",0,1,0
2982, Los mismos q se querían meter a contratos en Medellín y el concejal @BernardoAGuerra los desenmascaró. Condenan a 36 meses al ‘zar del PAE’,"Medellín, Colombia",3,1,0
2983, C E N T R O | Medellín 🇨🇴 en Centro De Medellin,"Medellín, Colombia",0,0,0
2984," Medellín Este viernes 12 de abril, la delegación de @acordantioquia con 32 periodistas deportivos, viajará a Bucaramanga con la meta de conquistar el título general de los XVI Juegos Nacionales @ACORDCOLOMBIA1. Tal como lo hizo en Bogotá 2013, Cali 2015 y Cúcuta 2017.","Medellín, Colombia",1,0,0
2985," @Le_k0k0 @Jhon_MFC @Raffklee @PinoCalad Como son de tercos, sobretodo ese señor Rafico. Que parte de ""2 zonas geograficas"" es la que no entienden? Fecha 1 Colombia jugara en Cali Fecha 2 Colombia jugara en Bquilla Fecha 3 Colombia jugara en Bogotá Fecha 4 Colombia jugara en Medellín... etc","Medellín, Colombia",0,0,1
2986," @juanpaletasjllo @JuanesJaramillo @Ricardo_MedinaG @sttmed @HiglesiaG Es bueno analizar estos datos con miras a las decisiones que garanticen equidad y calidad de vida para todos: Medellín en Belén, poblado y laureles tiene el 40.1% de los carros del VA y el 11.6% de las motos, con sólo un 11.8% de la población total.","Medellín, Colombia",0,1,1
2987," @stevenarce Tengo un negocio familiar de impresión y acabados litograficos,ubicado en Medellín (talonario,tarjetas comerciales,volantes,lonas,adhesivos,avisos)","Medellín, Colombia",0,0,0
2988," @JGmoLondono @Compromiso_Ant @Beatrizrave @sergio_fajardo @compromisociu @slondonouribe @Ivan_MauricioP @paulitamayo22 @JuanTabaresC @danielduquev @hhecheverri @rocio_pinedag @CamiloCalleO @JGmoLondono te invito a que nos acompañes en el encuentro mañana, sería una oportunidad para conocerla. Durante más de 10 años @Beatrizrave ha trabajado en el sector público, aportando a la transformación de Medellin, el Área metropolitana y Antioquia. Te esperamos 🤚","Medellín, Colombia",1,8,0
2989, @egonayerbe En Medellín le decimos raspao de strawberry,"Medellín, Colombia",0,0,3
2990, @MonchiObsession @BTS_twt Colombia-Medellín,"Medellín, Colombia",0,0,0
2991, @GNsegura @rabodeajip @Bogota En Medellín la misma cosa... 🥶🌧☔️☁️⛅️☀️☂️😎,"Medellín, Colombia",0,1,0
2992," Via CALZADA MEDELLÍN - BOGOTÁ municipio de Guarne a la altura de Retorno #5 Guarne , no presenta ninguna novedad. km 16+800 (18:52)","Medellín, Colombia",0,0,0
2993, @TatiiSanchezC @_JitsyR @selenagwine @cachermishana Yo soy de medellin,"Medellín, Colombia",0,0,0
2994," Cada uno de los hechos está comprobado y documentado, pero el que fueran ordenados por las autoridades los hace tan atroces, que al mismo González, finalista del IV Concurso de Novela de Crímenes Medellín Negro 2015, le parecen increíbles.","Medellín, Colombia",6,26,0
2995," @JFCadavid Si premiaran a la mejor afición sería en Medellin, muchos años siendo la ciudad más taquillera.","Medellín, Colombia",0,0,0
2996, Medellín Barranquilla Cali #SíSiEsContigoGiraCOL @calleypocheoffi @penguinrandom @linamcaceres,"Medellín, Colombia",3,0,0
2997," Via CALZADA MEDELLÍN - BOGOTÁ municipio de Bello a la altura de Retorno No.1(Santa Rita) , no presenta ninguna novedad. km 001+000 (18:50)","Medellín, Colombia",0,0,0
2998," Por quién de estos pre-candidatos de la #MedellínHumana votarías, para que nos represente en la contienda electoral para llegar a la alcaldía de Medellín.","Medellín, Colombia",14,16,15
2999," Calzada Medellín - Bogotá, municipio de Marinilla, a la altura de El Cordobés Km 41+800, presenta paso restringido por trabajos en la vía. Transite con precaución.","Medellín, Colombia",0,0,0
3000, Empezó la grabación de #ImproSessions en Medellín con #Vallest y @LosPetitFellas 🔥 @RedBull_Gallos @RedBullMusic,"Medellín, Colombia",38,216,6
3001, Acaba de publicar una foto en Medellin Antiquia,"Medellín, Colombia",0,0,0
3002," @fergarciao831 @ConexionWIN @cesaralo Pero tiene mejor calidad de vida que las ciudades del interior, en medellin, bogotà, cali en todas atracan, digame una donde no lo hagan.","Medellín, Colombia",0,1,0
3003," Hay colombianos que se van seis meses a Barcelona y vuelven con acento español. A mí me toca pagarlo: por mi acento, mucha gente en Medellín me toma por turista porque se tragaron ese cuento.","Medellín, Colombia",4,27,2
3004, Avianca ofrecerá 5 vuelos diarios adicionales de Bogotá a Medellín y Cali,"Medellín, Colombia",0,0,0
3005, @fergarciao831 @ConexionWIN @cesaralo Hey loco tu eres de Calyi conozco a Cali y es como medellín,"Medellín, Colombia",0,0,0
3006, @kenroVlogs Hermoso corazon saludos desde medellin colombia,"Medellín, Colombia",0,0,0
3007," - yo traigo aguanilé - en Medellín, Antionquia","Medellín, Colombia",0,0,0
3008, La musica que hace @wolfine98 sonando ya con el tema #princesa by elritmoqueteprovoca #RAJANDOWONAIR la dosis #urbanhard #TEAMRUMBERANETWORKFM #VENEZUELAON #colombia #medellin…,"Medellín, Colombia",0,0,0
3009, Que tal esta linda postal que me deja #Medellín!,"Medellín, Colombia",0,0,0
3010, Acaba de publicar una foto en Medellin Antiquia,"Medellín, Colombia",0,0,0
3011, @SaqueLargoWin En Medellín que si está barata hasta de pronto voy,"Medellín, Colombia",0,0,0
3012," La aerolínea informó que a partir del 5 de junio dará inicio a sus operaciones de Medellín hacia la Ciudad de México y Cancún, con una frecuencia diaria...","Medellín, Colombia",0,0,0
3013," @ElPoderoso_DIM @carlos_rpo27 @DIM_Oficial Obvio que si imbecil, pero decir que de 70 años que tiene el FPC Medellin ha fracasado en 65 es un despropósito. Si nos basamos en tu lógica todos los equipos del mundo son fracasados porque TODOS PIERDEN MÁS QUE LO QUE GANAN ANIMAL!","Medellín, Colombia",0,0,2
3014," @Orlandoortega62 @ConexionWIN Que jueguen en Medellín o Cali, por que el cuento de la altura de Bogotá también juega en contra","Medellín, Colombia",0,0,0
3015," @figuerjoda Estamos hablando de Bucaramanga.....o del Golfo Pérsico....o la antigua comuna de Medellín........Bucaramanga nesecita más inversión, empleo ....no inventamos problemas.","Medellín, Colombia",0,4,0
3016," Requerimos donantes de #Plaquetas en Medellín, Clínica Fundadores Centro. Nos unimos por la salud del esposo de Dra. Laura Ortiz, entre todos podemos ayudar. Para donar Plaquetas todo tipo de sangre es recibido!! #DonaSangre #DonaVida","Medellín, Colombia",0,0,0
3017," Juegos Deportivos Ciudad de Medellín 2019, abiertos a toda la ciudadanía:","Medellín, Colombia",0,1,0
3018, En las voces de @myketowerspr @farrukoofficial sueno ya el tema #siseda #RAJANDOWONAIR la dosis #urbanhard #TEAMRUMBERANETWORKFM #VENEZUELAON #colombia #medellin #puertorico…,"Medellín, Colombia",0,0,0
3019, @ZrtAbejita Y reíte con ésto que pasó hoy en Medellín...Este platanal en el que vivimos está muy lleno de enfermos parce,"Medellín, Colombia",0,0,0
3020, Ya me fui de medellin de nuevo pues,"Medellín, Colombia",0,0,0
3021, @JFCadavid - Bogotá por ser la capital y ciudad mas poblada. - Barranquilla por ser la casa de la Selección. - Medellín por ser la ciudad mas futbolera del país. Difícil. Cualquiera merece ser la sede.,"Medellín, Colombia",0,0,0
3022," ¿Cuáles son las tecnologías de la #4taRevolución? ¿En qué tecnologías se va a centrar el C4RI de Medellín? ¿Cuáles son los beneficios de tener un C4RI en la ciudad? ¡Compártenos tus preguntas, aquí las conversamos!","Medellín, Colombia",0,0,1
3023, @Feraristeguieta Pana asi no haga nada mas en el año el domingo quiero que vea la camiseta del Medellín y haga otros tres y quedara inmortalizado en el corazon de todos los diablos rojos,"Medellín, Colombia",0,1,0
3024," @ConexionWIN @oscarrenteriaj Jugaría con Brasil en Bogotá. Ecuador en Barranquilla, Perú en Medellín y Venezuela en Cali.","Medellín, Colombia",0,0,0
3025, Niño que mató a dos hombres en Medellín deberá pagar 8 años internado en centro especializado #MePasoALaFM,"Medellín, Colombia",0,0,0
3026," @JohanMV Si es por buscar argumentos de ese tipo, podríamos decir que la Ciudad con mejor promedio de títulos en Bogotá (incluir la Copa América de 2001) Yo también creo que debería ser Medellín, pero mi argumento va más el clima de la ciudad.","Medellín, Colombia",0,0,0
3027, @SaqueLargoWin Medellín,"Medellín, Colombia",0,0,0
3028, @luisahernez @JFCadavid @Jessi_benavides Vomo asi que usted es de Medellín? uy hola,"Medellín, Colombia",0,1,0
3029, @Laudaroma Me paso en medellin hace un par de meses era extraño ver esta generación que es la mas aviona de todas bailar de esa manera dan 😯😯😯😯😯,"Medellín, Colombia",0,1,0
3030, @SaqueLargoWin Medellín !!!,"Medellín, Colombia",0,0,0
3031, Este asesino es adulto para matar y es un niño para la justicia no hay que seguir pensado que es niño ya sabia lo bueno y lo malo entoncez toca mano dura y todo el peso de la ley a este delincuente.,"Medellín, Colombia",0,1,0
3032," @suescunosorio @JohanMV Serían tres para para Medellín y una para Bogotá. No las estaba contando porque pensé en las Copas como tal, en las ""grandes""","Medellín, Colombia",0,0,1
3033, @metrodemedellin @Ferneyovieddo Ferney cómo te pareció la majestuosa respuesta que te da el Metro de Medellín?,"Medellín, Colombia",0,1,0
3034, Denuncian caso de abuso sexual a usuaria de Metroplús en Medellín vía @rcnradio,"Medellín, Colombia",0,0,0
3035," @JFCadavid @Jessi_benavides Acá en Medellín la selección casi no gusta, eso es mejor en Barranquilla que andan con más tiempo libre.","Medellín, Colombia",0,31,14
3036," 🎥| Alba Gaviria, víctima de #Frontino #Antioquia, habla sobre su unidad productiva en la muestra comercial en #Medellín. #UnidosPorLasVíctimas #9a","Medellín, Colombia",2,4,0
3037, La USTA Medellín Informa:,"Medellín, Colombia",0,0,0
3038," Este martes, @Natacha_8, @MariasRodriguez, @HeidiTamayo y @Rogeruv nos hablan #DesdeLasRegiones del fracaso de la cumbre entre el Presidente y la minga, lo último del puente Hisgaura, el menor de edad condenado a 8 años de cárcel en #Medellín y otros temas del país. @ELTIEMPO","Medellín, Colombia",5,12,2
3039," Claro | Triple Play Afiliaciones whatsapp 3173152333 en TODO el PAIS Nuevas promociones Tripleplay Claro Hogar AFILIACIONES CALI, BOGOTA, MEDELLIN, BARRANQUILLA Y RESTO DEL PAIS AL whatsapp 3173152333 ...","Medellín, Colombia",0,0,0
3040," Resumen de noticias de la industria del automóvil y su sector afín en Colombia y el mundo. Miércoles, 10 de abril de 2019 FERIA DE LAS 2 RUEDAS, Medellín, del 2 al 5 de Mayo en Plaza Mayor El Pico y...","Medellín, Colombia",0,0,0
3041," Juegos Deportivos Ciudad de Medellín 2019, abiertos a toda la ciudadanía: @danielpmejiag invitó a los medellinenses a que participen @INDERMEDELLIN","Medellín, Colombia",0,0,0
3042," El lujito de Palestino de jugar en grandes estadios, llenos, y buenas plazas en estas últimas semanas en Copa Libertadores 2019: - Atanasio Girardot de Medellín 🇨🇴 - Mario A. Kempes de Córdoba 🇦🇷 - Monumental de Núñez, BsAs 🇦🇷 - Beira-Rio de Porto Alegre 🇧🇷 - Nacional de Lima 🇵🇪","Medellín, Colombia",0,1,1
3043, La única dirección válida es seguir ADELANTE !!!! 🔥 #Medellin #Colombia #Talento #EAS #Flow #Music #Latino #Style #Sneakers #Cantante en ESCUELA DE AUDIO Y SONIDO DE COLOMBIA,"Medellín, Colombia",0,0,0
3044, @SaqueLargoWin Desde medellin,"Medellín, Colombia",0,0,0
3045, En Medellín logran incautar más de 15 mil unidades de artículos de contrabando @PoliciaAduanera,"Medellín, Colombia",0,0,0
3046, En Medellín logran incautar más de 15 mil unidades de artículos de contrabando @PoliciaAduanera,"Medellín, Colombia",0,0,0
3047," #Cancún 🏝 y #Medellín, más conectados con la nueva ruta 🛬👨🏻‍✈de Interjet. Conoce los detalles en @eleconomista 📰👇🏻","Medellín, Colombia",0,1,0
3048, Deja en nuestras manos el manejo de tus redes. Creamos el contenido y logramos los objetivos que necesitas para seguir teniendo una empresa exitosa. Visita o escríbenos al 3168788213 #marketing #marketingdigital #ventas #medellin #viviracolores,"Medellín, Colombia",0,0,0
3049," @Cloquis @DanielBejarano_ Ese viejo que le gustaría estar de funcionario en la alcaldía de Medellín, debería irse para allá.","Medellín, Colombia",0,0,0
3050," 📍SAN ANTONIO DE PRADO, MEDELLÍN 🇨🇴","Medellín, Colombia",5,29,1
3051, @ORCHA4 @Semanaenvivo @JuanitaGoe @AidaAvellaE @Antequerajose @AngelaGiraldoC @RamonRguezA @lorenzmurcia @MJDuzan Ay Dios mío estos Medellín se les quema el rancho y siguen y llenos de odio.,"Medellín, Colombia",0,1,0
3052, Como era de buena el pico y placa ambiental!! #Medellin @metrodemedellin @BluMedellin,"Medellín, Colombia",1,0,0
3053," @ELNANOMUNDO @LaTele_Letal Mural de Medellín: ""La letra con sangre entra""... Más a bajito con otra letra: ""Sicario Alfabetizando"". Eduardo Galeano.","Medellín, Colombia",1,1,0
3054, Vía CALZADA BOGOTÁ-MEDELLÍN municipio de Guarne a la altura de Gases de Antioquia K 23+300 totalmente despejado,"Medellín, Colombia",0,0,0
3055, No puedo creer que esto sea en Medellín... ESTÁN MATANDO EL PERREO!,"Medellín, Colombia",2,5,0
3056, RENAULT DUSTER 2017 DYNAMIQUE AUTOMATICA 4X2 MOTOR 2000CC.COLOR BEIGE CENDRE.FULL EQUIPO.UNICO DUEÑO.ORIGINAL EN EXCELENTE ESTADO.30000 KILOMETROS.PLACAS DE MEDELLIN.EXCELENTE PRECIO…,"Medellín, Colombia",0,0,0
3057," Yo no se ustedes, pero yo veo otra vez muy contaminado a Medellín, como estamos hoy en medio ambiente? @AlcaldiadeMed @FicoGutierrez @sttmed @YoReportoCo @minuto30com @noscogiolanoche","Medellín, Colombia",1,1,1
3058," Hoy de 7 a 8pm haremos un HT para ver si logramos una gira en Colombia. Si alguien nos quiere ayudar, bienvenido. Medellín Barranquilla Cali #SíSiEsContigoGiraCOL @calleypocheoffi @penguinrandom @linamcaceres","Medellín, Colombia",60,90,4
3059," COLOMBIA - Dpto de Antioquia, ANI informa, se esta llevando equidad a los colombianos, con el proyecto vial Conexión Pacífico 2, Bolombolo - La Pintada - Primavera, conectamos de forma rápida y segura a Medellín con la Costa Pacífica Colombiana.","Medellín, Colombia",0,0,0
3060," @LaLuciernaga si @AlertaHumor se recupera de esa manera, por qué no tenerle fe a Medellín y a Santa Fe... @risalocahumor","Medellín, Colombia",0,0,0
3061, La gran parranda del festival en Medellin💃 donde se lucieron con su impecable presentación @ivanvillazon @PonchoZuleta @petermanjarres ❤👌🎶🎼 villazonistas_ mil…,"Medellín, Colombia",0,0,0
3062," Se repartirán en 4 ciudades de Colombia y 5 ciudades de Argentina, siendo así nueve estadios en total. Colombia aportaría a Medellín, Barranquila, Bogotá y Cali; mientras tanto Argentina aportaría a Santiago del Estereo, Buenos Aires, Mendoza, Córdoba y Avellaneda.","Medellín, Colombia",0,0,1
3063, ¿Te gustaría contar con un equipo que permita hacer enlaces con buen ancho de banda a cortas y medias distancias? #Macrotics te invita a conocer #Mimosa C5X. Ingresa a o contáctanos en: Cali: (2) 487 6079 Bogotá: (1) 743 7498 Medellín: (4) 605 2192,"Medellín, Colombia",0,2,0
3064," Donde Aquellos en medellin, no tiene nada que ver con bogota. tenemos 19 años en medellin y con el mejor prestigio. por un error en la búsqueda de la web, confunden el bar con el de bogota😞 solo tienen nuestro nombre. Nada que ver! @dondeaquellos en instagram","Medellín, Colombia",2,4,0
3065," "" tropa do medellín "" kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk","Medellín, Colombia",3,2,2
3066, #Alerta La Chiva #Medellín: En la vía al corregimiento de #SantaElena el conductor de este vehículo pierde el control y cae por un abismo. La extracción de la camioneta generó traumatismo en la movilidad. No hubo pérdidas humanas. #Accidentalidad #Movilidad #Tránsito,"Medellín, Colombia",0,1,0
3067, La combinacion de @eladiocarry_on @zionylennoxpr sonando ya con el tema #mierror la dosis #urbanhard #RAJANDOWONAIR #TEAMRUMBERANETWORKFM #VENEZUELAON #colombia #medellin…,"Medellín, Colombia",0,0,0
3068, @lineklo82 @amoralesan Igual en Medellín,"Medellín, Colombia",0,0,0
3069, #Medellín: Prevé Cuitláhuac García derrama económica mayor a 250 mdp por SalsaFest 2019.,"Medellín, Colombia",0,0,0
3070, @OpinadorP Lo quiero !!! No me importa lo de los espíritus. Píntela que yo se la coloreo. Lo espero en Medellín.,"Medellín, Colombia",0,0,0
3071," El sociólogo belga Kristian Feigelson en la Universidad de Medellín Kristian Feigelson es sociólogo y director del Instituto de Investigación de Cine y Audiovisual (IRCAV, sigla en francés) de Paris 3, Sorbonne, y...","Medellín, Colombia",0,0,0
3072," También en #Medellín, la @UnidadVictimas acompañó el foro en la @GobAntioquia y la muestra comercial de productos de las víctimas. #UnidosPorLasVíctimas #9a","Medellín, Colombia",3,2,0
3073," ¡Colombia y Argentina serán las sedes de la @CopaAmerica 2020! En Barranquilla, Bogotá Medellín y Cali recibiremos a las selecciones de Brasil, Venezuela, Ecuador, Perú y un país invitado. ¿Los hombres de @Carlos_Queiroz tendrán la #InteligenciaDeJuego para ser campeones? 🇨🇴⚽️","Medellín, Colombia",1,1,0
3074, Diego Arias jugador del Deportivo independiente Medellín deja su mensaje a las víctimas del conflicto #9a #UnidadosPorLasVíctimas,"Medellín, Colombia",2,1,0
3075, Comisión de la verdad abre Casa de la Verdad en la avenida Oriental con Maracaibo en Medellín #9abril #DiadelasVictimas,"Medellín, Colombia",0,0,0
3076, El Aeropuerto de Medellín anuncia la continuación de los vuelos Medellín-Cancún de Aeroméxico,"Medellín, Colombia",2,0,1
3077, @juanferquinte10 se recuperará en #Colombia #Medellín @CARPoficial,"Medellín, Colombia",1,1,0
3078," Andrés muy buenas tardes. te hablo del unico @dondeaquellosm1 Nos hemos enterado que por una mala experiencia en un bar en Bog. , que copió hace tiempo nuestro nombre, se esta dañando nuestra imagen, , llevamos 19 años en medellin y nada tenemos que ver con el bar de bogota","Medellín, Colombia",1,7,1
3079," @saetasport Tendrán tienda oficial en medellin, si la tienen quisiera saber la dirección","Medellín, Colombia",0,0,1
3080, @MarkTacher @LatinBillboards @Telemundo Te felicito y ya lo sabes ay estaré muy pendiente por nada me pierdo de verte mi lindo M😉😘😘😘😘ark eres una dulzura te mando un abrazote desde Medellín,"Medellín, Colombia",0,1,0
3081," @Pauliina_Mejia @SaqueLargoWin Hay que ser realistas. Por muy futbolera que sea esta plaza de Medellín, solo es fuerte por los equipos locales. Se ha demostrado que hay más ímpetu y amor por la selección en Barranquilla.","Medellín, Colombia",0,2,1
3082," MOCHES’ EN EL IVD, David Fernando Pérez Medellín tiene serios señalamientos #columna #opinión #Veracruz","Medellín, Colombia",0,0,0
3083, #CopaDividida Mira buenas tardes porque no le dan oportunidad a otras ciudades siempre lo mismo es que no hay nada más que mostrar solo existe Barranquilla Bogotá Medellín Cali entonces el resto donde queda como Pereira Bucaramanga cucuta Cartagena santa marta por Dios.,"Medellín, Colombia",0,0,0
3084," A mi me pasa que lloró la mitad del día, tengo que ir de una sede a otra y preciso cuando me siento más destruida vienen los jefes duros de Medellín 🙃🤦🏻‍♀️","Medellín, Colombia",0,0,0
3085, Denuncian caso de abuso sexual a usuaria de Metroplús en Medellín,"Medellín, Colombia",2,1,2
3086, Me largo a Medellín,"Medellín, Colombia",0,0,0
3087, El ICU analiza las condiciones que ofrecen las ciudades a estudiantes universitarios para contribuir a su bienestar y desarrollo profesional ¿Cómo va Medellín en el tema? Nos vemos mañana a las 8:30 am en @EAFIT (Bloque 27-101) para conocer los detalles.,"Medellín, Colombia",1,1,0
3088, La union de seanpaul @jbalvin sonando ya con el tema #contralapared #RAJANDOWONAIR la dosis #urbanhard #TEAMRUMBERANETWORKFM #VENEZUELAON #colombia #medellin #puertorico #usa…,"Medellín, Colombia",0,0,0
3089," #Alerta La Chiva #Medellín: ACOSO SEXUAL EN EL METROPLUS Un hombre eyaculó encima del jean de una mujer, aprovechando el tumulto y mientras el vehículo estaba en movimiento. El individuo, al parecer sordomudo, fue detenido por la #Policía . #OrdenPúblico #Metrplus #AcosoSexual","Medellín, Colombia",0,0,1
3090," Ahora @interjet te llevará a Medellín, Colombia y Guayaquil en Ecuador","Medellín, Colombia",1,0,0
3091, Esto es una declaración de amor a Medellín.,"Medellín, Colombia",0,2,0
3092," Siguiendo con la 'arreglaton' de mis estampillas, tengo algunas repetidas para cambiar, si hay alguna persona que las coleccione. Entre ellas la que postie ayer, del @metrodemedellin #filatelia #medellin","Medellín, Colombia",0,0,0
3093," @InfoDIM Directivos del Medellín : "" La Estupidez NO tiene límites ""","Medellín, Colombia",0,4,0
3094, medellin que lindo nos tratas,"Medellín, Colombia",0,0,0
3095, @LaOtraNatalia Mk si son lo más chimba de Medellín,"Medellín, Colombia",0,2,0
3096," Disfruta la fruta, relaja la raya. 👊🏽👊🏽 #piedradelpeñol #medellin #colombiana #instafriends #instagood #explore en Replica Viejo Peñol","Medellín, Colombia",0,0,0
3097, Ocho años internado: sanción a menor que asesinó a dos personas en Medellín,"Medellín, Colombia",8,31,54
3098, Menor que asesinó a dos personas en Medellín estará 8 años privado de la libertad ►,"Medellín, Colombia",2,25,25
3099," Cada vez se va cerrando más en abanico. Importante escuchar hoy las propuestas @JaimeCuartas en La Mesa Política @politicamesa. Medellín necesita un estratega con cabeza fría y claridad, que sepa cómo torear la compleja coyuntura actual.","Medellín, Colombia",1,3,0
3100, Tema que hace @Towyjoker sonando ya con el tema #nopuedonegar la dosis #urbanhard #RAJANDOWONAIR #TEAMRUMBERANETWORKFM #VENEZUELAON #colombia #medellin #puertorico #usa…,"Medellín, Colombia",0,0,0
3101, He estado 2 veces en medellín y Karol G no es la gran cosa que dígamos...,"Medellín, Colombia",0,0,0
3102," Para los q les gusta decir #veneco aquí les dejo esta información #caracas #venezuelalibre #fueramaduro #nomastirania #nomasdictadura #elpuebloarrecho #colombia #medellin en El Poblado,…","Medellín, Colombia",0,0,0
3103, @Pauliina_Mejia @SaqueLargoWin aunque se rían y los equipos paisas no estén aún en los 8... Medellín es la capital futbolera del país,"Medellín, Colombia",0,0,0
3104," A 8 años de que ? De Biberón y compota, muy irrisoria esa pena. Niño que asesinó a dos hombres en Medellín fue condenado a 8 años via @elcolombiano móvil","Medellín, Colombia",0,0,0
3105," Instastory @jeabello Medellín, aprovechen 😱😱😱","Medellín, Colombia",1,5,0
3106, @Avianca cambio de avión en vuelo Barranquilla - Medellín ¿o qué? Está como viejito.,"Medellín, Colombia",0,0,1
3107, Niño que asesinó a dos hombres en Medellín fue condenado a 8 años,"Medellín, Colombia",1,0,0
3108, #BettylaFeateatro #Medellin 10 de abril @teatroudem DISPONIBLE SEGUNDA FUNCIÓN 05.30! ATENCIÓN IMPORTANTE DCTO. PRESENTANDO EL CARNET UNIVERSITARIO..No se lo pierdan!👏👏👏Entradas @Colboletos #Granelenco @lornacepeda @jairoordonez74 @juancarlosyela #inolvidables #yosoybettylafea,"Medellín, Colombia",1,2,1
3109, Nuevo destino de lujo Hotel AC Santa Marta by Marriott de Julio 16 a septiembre 30 por $1'199.000 salidas desde #pereira #bogota #medellin #Bucaramanga llamanos o via whatsapp al; 319 374 88 53 #FelizMartes #NoHayPlataPero puedes #viajar con nosotros,"Medellín, Colombia",0,1,0
3110, Llega la musica de @mannykalibre sonando ya con su tema #ahoravuelves la dosis #urbanhard #RAJANDOWONAIR #TEAMRUMBERANETWORKFM #VENEZUELAON #colombia #medellin #puertorico…,"Medellín, Colombia",0,0,0
3111, @HFCardonaG Mañas de narco escuela cartel de medellin y grupo aval,"Medellín, Colombia",0,1,0
3112, @JFCadavid Debería ser Medellín la más taquillera y futbolera,"Medellín, Colombia",0,0,0
3113, @MarkTacher Diario ago mi ejercicio todas las mañanas mi caminata y sin falta y de correo corre a la escuela con mi pequeñita 😉😉😉🤣🤣😘😘😘😘😘estás hermoso mi lindo mark un abrazote desde Medellín,"Medellín, Colombia",0,0,0
3114," #DeRegreso con MiOriente: Se está gestando la construcción de un segundo túnel, comunicaría a Medellín con el Oriente Antioqueño. #ALAIRE","Medellín, Colombia",1,3,1
3115, Adivinen quién vuelve a Medellín😍,"Medellín, Colombia",0,0,0
3116, @felipe11891 @JFCadavid Quien dice que es la ciudad más futbolera? Bogotá es la capital.. se aceptaría Barranquilla porque ha sido sede de la selección los últimos años.. pero Medellín?,"Medellín, Colombia",0,0,1
3117, @Areametropol porque medellin es la ciudad mas innovadora del mundo?,"Medellín, Colombia",0,0,0
3118, @JFCadavid Medellín pa yo ir 😏,"Medellín, Colombia",0,0,0
3119, @quiz_viajero @flandivar qué tal el look para un Bogotá-Medellín?,"Medellín, Colombia",0,0,0
